Market_Value,Height_cm,Position,Age,National_Matches,National_Goals
350000.0,188.0,Defender,31.0,0.0,0.0
200000.0,187.0,Midfield,31.0,0.0,0.0
100000.0,187.0,Defender,30.0,0.0,0.0
2500000.0,171.0,Attack,27.0,49.0,13.0
75000.0,181.0,Attack,26.0,0.0,0.0
12000000.0,174.0,Attack,26.0,0.0,0.0
150000.0,182.0,Defender,32.0,0.0,0.0
900000.0,171.0,Midfield,28.0,4.0,0.0
300000.0,178.0,Midfield,32.0,0.0,0.0
200000.0,183.0,Defender,30.0,7.0,0.0
1500000.0,180.0,Defender,30.0,0.0,0.0
400000.0,180.0,Attack,26.0,0.0,0.0
500000.0,190.0,Goalkeeper,31.0,0.0,0.0
175000.0,187.0,Attack,26.0,0.0,0.0
5500000.0,183.0,Attack,27.0,54.0,23.0
200000.0,183.0,Attack,28.0,0.0,0.0
200000.0,179.0,Midfield,28.0,13.0,0.0
200000.0,183.0,Goalkeeper,31.0,0.0,0.0
200000.0,176.0,Defender,32.0,0.0,0.0
250000.0,180.0,Midfield,32.0,3.0,1.0
150000.0,183.0,Midfield,29.0,0.0,0.0
600000.0,177.0,Attack,28.0,5.0,0.0
25000.0,190.0,Midfield,32.0,4.0,0.0
800000.0,180.0,Attack,28.0,0.0,0.0
100000.0,183.0,Midfield,29.0,0.0,0.0
500000.0,180.0,Midfield,29.0,2.0,0.0
6000000.0,186.0,Midfield,28.0,110.0,6.0
275000.0,171.0,Midfield,29.0,0.0,0.0
150000.0,194.0,Attack,27.0,0.0,0.0
500000.0,178.0,Defender,29.0,24.0,0.0
125000.0,177.0,Midfield,28.0,2.0,0.0
200000.0,180.0,Defender,28.0,33.0,0.0
4000000.0,185.0,Attack,29.0,36.0,4.0
700000.0,183.0,Defender,28.0,33.0,0.0
350000.0,182.0,Attack,28.0,37.0,7.0
800000.0,173.0,Attack,27.0,0.0,0.0
225000.0,191.0,Defender,34.0,0.0,0.0
18000000.0,179.0,Defender,30.0,72.0,2.0
200000.0,177.0,Defender,34.0,0.0,0.0
300000.0,185.0,Attack,29.0,0.0,0.0
2000000.0,187.0,Goalkeeper,28.0,9.0,0.0
25000000.0,189.0,Goalkeeper,27.0,25.0,0.0
1700000.0,174.0,Attack,27.0,48.0,4.0
450000.0,172.0,Defender,30.0,4.0,0.0
1800000.0,177.0,Attack,30.0,21.0,8.0
450000.0,185.0,Goalkeeper,27.0,23.0,0.0
550000.0,171.0,Midfield,27.0,17.0,4.0
2000000.0,196.0,Goalkeeper,27.0,0.0,0.0
175000.0,183.0,Defender,28.0,8.0,1.0
20000000.0,179.0,Attack,30.0,6.0,3.0
25000000.0,170.0,Attack,27.0,44.0,12.0
350000.0,179.0,Midfield,30.0,48.0,3.0
1200000.0,177.0,Midfield,29.0,6.0,0.0
300000.0,183.0,Defender,29.0,0.0,0.0
275000.0,178.0,Defender,30.0,0.0,0.0
800000.0,190.0,Defender,31.0,0.0,0.0
800000.0,180.0,Defender,28.0,34.0,0.0
9000000.0,188.0,Attack,30.0,0.0,0.0
1500000.0,185.0,Defender,29.0,0.0,0.0
800000.0,178.0,Midfield,27.0,23.0,0.0
200000.0,175.0,Defender,29.0,8.0,0.0
50000.0,177.0,Attack,31.0,0.0,0.0
7500000.0,198.0,Goalkeeper,27.0,18.0,0.0
4000000.0,182.0,Attack,26.0,95.0,54.0
1700000.0,186.0,Midfield,30.0,16.0,3.0
250000.0,178.0,Midfield,29.0,7.0,0.0
10000.0,175.0,Defender,31.0,0.0,0.0
2300000.0,190.0,Defender,29.0,4.0,0.0
100000.0,194.0,Attack,29.0,1.0,0.0
150000.0,183.0,Defender,34.0,0.0,0.0
1800000.0,187.0,Defender,29.0,9.0,0.0
1500000.0,189.0,Defender,29.0,0.0,0.0
150000.0,170.0,Attack,31.0,0.0,0.0
40000000.0,178.0,Attack,30.0,79.0,28.0
350000.0,170.0,Midfield,29.0,0.0,0.0
1200000.0,184.0,Attack,27.0,36.0,9.0
14000000.0,183.0,Defender,29.0,53.0,2.0
75000.0,180.0,Defender,29.0,0.0,0.0
1200000.0,179.0,Defender,27.0,4.0,1.0
3000000.0,188.0,Attack,29.0,31.0,8.0
20000000.0,187.0,Defender,30.0,90.0,3.0
300000.0,186.0,Defender,28.0,68.0,0.0
7500000.0,173.0,Attack,29.0,0.0,0.0
25000000.0,184.0,Midfield,29.0,25.0,1.0
50000.0,193.0,Attack,30.0,0.0,0.0
700000.0,175.0,Defender,31.0,0.0,0.0
200000.0,191.0,Goalkeeper,29.0,9.0,0.0
150000.0,185.0,Defender,29.0,0.0,0.0
100000.0,173.0,Attack,29.0,0.0,0.0
700000.0,186.0,Midfield,32.0,0.0,0.0
250000.0,174.0,Defender,31.0,0.0,0.0
75000.0,186.0,Goalkeeper,28.0,6.0,0.0
2500000.0,185.0,Attack,29.0,10.0,3.0
180000000.0,178.0,Attack,28.0,105.0,59.0
10000000.0,185.0,Midfield,32.0,30.0,1.0
200000.0,180.0,Attack,35.0,0.0,0.0
5000000.0,190.0,Midfield,29.0,15.0,0.0
150000.0,177.0,Attack,34.0,0.0,0.0
250000.0,184.0,Defender,29.0,3.0,0.0
50000.0,181.0,Midfield,28.0,15.0,2.0
2000000.0,185.0,Defender,27.0,10.0,0.0
400000.0,177.0,Midfield,27.0,0.0,0.0
50000.0,180.0,Attack,27.0,26.0,4.0
6000000.0,183.0,Attack,31.0,46.0,10.0
150000.0,187.0,Goalkeeper,27.0,0.0,0.0
50000.0,191.0,Goalkeeper,27.0,28.0,0.0
175000.0,188.0,Defender,31.0,0.0,0.0
100000.0,193.0,Defender,29.0,0.0,0.0
200000.0,184.0,Midfield,28.0,0.0,0.0
6000000.0,184.0,Defender,28.0,13.0,1.0
600000.0,173.0,Attack,28.0,15.0,3.0
250000.0,176.0,Attack,29.0,0.0,0.0
400000.0,176.0,Defender,31.0,0.0,0.0
10000.0,185.0,Goalkeeper,33.0,0.0,0.0
700000.0,194.0,Defender,34.0,0.0,0.0
100000.0,185.0,Defender,28.0,29.0,0.0
4500000.0,178.0,Attack,28.0,52.0,11.0
225000.0,183.0,Midfield,28.0,25.0,1.0
150000.0,179.0,Midfield,27.0,8.0,1.0
2500000.0,180.0,Defender,28.0,28.0,1.0
300000.0,184.0,Defender,34.0,0.0,0.0
150000.0,173.0,Attack,28.0,1.0,0.0
3000000.0,183.0,Defender,28.0,52.0,15.0
200000.0,186.0,Midfield,25.0,0.0,0.0
300000.0,180.0,Midfield,25.0,38.0,8.0
500000.0,183.0,Defender,29.0,29.0,0.0
1500000.0,195.0,Goalkeeper,27.0,29.0,0.0
300000.0,183.0,Defender,29.0,4.0,0.0
500000.0,178.0,Midfield,31.0,0.0,0.0
2000000.0,182.0,Midfield,29.0,33.0,5.0
150000.0,173.0,Defender,27.0,16.0,0.0
900000.0,179.0,Attack,27.0,8.0,0.0
300000.0,184.0,Defender,29.0,0.0,0.0
400000.0,179.0,Midfield,28.0,29.0,2.0
300000.0,183.0,Defender,27.0,30.0,1.0
2500000.0,186.0,Defender,29.0,10.0,1.0
75000.0,175.0,Defender,30.0,0.0,0.0
3500000.0,178.0,Defender,30.0,0.0,0.0
6500000.0,186.0,Attack,31.0,0.0,0.0
850000.0,177.0,Attack,32.0,0.0,0.0
150000.0,177.0,Defender,30.0,0.0,0.0
2200000.0,182.0,Attack,30.0,0.0,0.0
650000.0,161.0,Attack,34.0,2.0,0.0
1800000.0,192.0,Goalkeeper,29.0,7.0,0.0
3500000.0,191.0,Goalkeeper,26.0,24.0,0.0
3800000.0,177.0,Midfield,27.0,46.0,7.0
350000.0,189.0,Defender,27.0,26.0,0.0
2500000.0,177.0,Defender,29.0,0.0,0.0
125000.0,182.0,Midfield,28.0,0.0,0.0
200000.0,191.0,Goalkeeper,27.0,25.0,0.0
200000.0,187.0,Attack,26.0,34.0,9.0
150000.0,179.0,Midfield,30.0,0.0,0.0
7000000.0,179.0,Attack,28.0,63.0,14.0
500000.0,174.0,Attack,37.0,0.0,0.0
200000.0,175.0,Midfield,32.0,0.0,0.0
150000.0,183.0,Midfield,35.0,0.0,0.0
850000.0,186.0,Attack,30.0,16.0,2.0
75000.0,195.0,Attack,34.0,0.0,0.0
175000.0,175.0,Defender,27.0,0.0,0.0
300000.0,179.0,Midfield,27.0,0.0,0.0
300000.0,174.0,Midfield,27.0,42.0,1.0
1200000.0,181.0,Defender,29.0,73.0,2.0
200000.0,191.0,Defender,36.0,0.0,0.0
250000.0,174.0,Attack,33.0,14.0,5.0
100000.0,177.0,Attack,36.0,0.0,0.0
450000.0,188.0,Defender,30.0,0.0,0.0
450000.0,186.0,Midfield,28.0,0.0,0.0
150000.0,188.0,Defender,35.0,0.0,0.0
250000.0,194.0,Goalkeeper,28.0,4.0,0.0
350000.0,181.0,Defender,29.0,14.0,3.0
500000.0,181.0,Midfield,29.0,5.0,0.0
600000.0,177.0,Attack,32.0,3.0,1.0
300000.0,186.0,Attack,28.0,0.0,0.0
400000.0,193.0,Defender,29.0,13.0,0.0
200000.0,181.0,Attack,28.0,0.0,0.0
150000.0,181.0,Attack,28.0,4.0,1.0
1200000.0,183.0,Midfield,30.0,0.0,0.0
500000.0,186.0,Attack,30.0,0.0,0.0
150000.0,190.0,Goalkeeper,35.0,0.0,0.0
1200000.0,176.0,Defender,30.0,0.0,0.0
4000000.0,180.0,Midfield,30.0,0.0,0.0
200000.0,178.0,Midfield,30.0,3.0,0.0
200000.0,186.0,Defender,27.0,36.0,0.0
2200000.0,186.0,Attack,28.0,4.0,0.0
1800000.0,177.0,Midfield,30.0,0.0,0.0
15000000.0,177.0,Midfield,30.0,65.0,3.0
2500000.0,174.0,Attack,27.0,57.0,3.0
25000.0,187.0,Defender,28.0,0.0,0.0
250000.0,192.0,Goalkeeper,29.0,0.0,0.0
1500000.0,181.0,Midfield,27.0,0.0,0.0
1800000.0,187.0,Goalkeeper,27.0,0.0,0.0
100000.0,185.0,Defender,30.0,0.0,0.0
300000.0,182.0,Defender,28.0,21.0,1.0
100000.0,186.0,Defender,28.0,2.0,0.0
50000.0,167.0,Midfield,30.0,0.0,0.0
2000000.0,178.0,Defender,32.0,0.0,0.0
500000.0,185.0,Midfield,31.0,0.0,0.0
125000.0,180.0,Defender,30.0,5.0,0.0
1300000.0,174.0,Defender,29.0,2.0,0.0
200000.0,174.0,Defender,31.0,0.0,0.0
175000.0,198.0,Attack,31.0,0.0,0.0
150000.0,184.0,Defender,32.0,0.0,0.0
50000.0,180.0,Midfield,33.0,0.0,0.0
250000.0,172.0,Defender,28.0,34.0,1.0
800000.0,175.0,Defender,28.0,29.0,0.0
2500000.0,186.0,Attack,29.0,0.0,0.0
150000.0,176.0,Midfield,28.0,0.0,0.0
375000.0,194.0,Attack,30.0,0.0,0.0
3500000.0,178.0,Midfield,28.0,11.0,4.0
12000000.0,179.0,Midfield,31.0,31.0,1.0
300000.0,179.0,Attack,29.0,0.0,0.0
200000.0,190.0,Defender,29.0,0.0,0.0
400000.0,178.0,Attack,30.0,0.0,0.0
500000.0,187.0,Midfield,28.0,1.0,0.0
1500000.0,178.0,Attack,34.0,7.0,2.0
1500000.0,182.0,Attack,33.0,33.0,6.0
10000000.0,197.0,Goalkeeper,29.0,6.0,0.0
275000.0,184.0,Midfield,32.0,0.0,0.0
400000.0,182.0,Midfield,31.0,2.0,0.0
250000.0,172.0,Defender,28.0,0.0,0.0
300000.0,188.0,Defender,35.0,30.0,0.0
400000.0,176.0,Defender,27.0,0.0,0.0
400000.0,173.0,Midfield,27.0,45.0,0.0
800000.0,177.0,Defender,31.0,16.0,0.0
3000000.0,178.0,Attack,29.0,26.0,6.0
50000.0,173.0,Midfield,28.0,0.0,0.0
200000.0,186.0,Goalkeeper,33.0,0.0,0.0
250000.0,180.0,Midfield,30.0,0.0,0.0
400000.0,177.0,Midfield,29.0,6.0,0.0
600000.0,189.0,Defender,29.0,0.0,0.0
1600000.0,176.0,Midfield,30.0,42.0,0.0
8000000.0,169.0,Attack,30.0,0.0,0.0
500000.0,187.0,Defender,33.0,0.0,0.0
200000.0,183.0,Midfield,32.0,3.0,0.0
1500000.0,183.0,Defender,30.0,5.0,0.0
1500000.0,184.0,Midfield,28.0,19.0,2.0
200000.0,178.0,Midfield,28.0,5.0,0.0
125000.0,198.0,Goalkeeper,28.0,0.0,0.0
3500000.0,173.0,Defender,28.0,1.0,0.0
100000.0,185.0,Defender,28.0,0.0,0.0
3500000.0,175.0,Midfield,27.0,0.0,0.0
150000.0,177.0,Attack,27.0,0.0,0.0
200000.0,190.0,Defender,32.0,0.0,0.0
1800000.0,185.0,Defender,29.0,9.0,1.0
250000.0,179.0,Attack,28.0,29.0,0.0
400000.0,186.0,Attack,28.0,0.0,0.0
2700000.0,188.0,Defender,28.0,42.0,2.0
27000000.0,184.0,Midfield,31.0,60.0,5.0
450000.0,193.0,Defender,29.0,6.0,0.0
125000.0,170.0,Defender,30.0,21.0,0.0
250000.0,193.0,Defender,30.0,0.0,0.0
400000.0,191.0,Attack,33.0,7.0,0.0
200000.0,193.0,Goalkeeper,30.0,63.0,0.0
2000000.0,187.0,Attack,36.0,0.0,0.0
3000000.0,185.0,Attack,33.0,0.0,0.0
700000.0,185.0,Defender,28.0,2.0,0.0
800000.0,180.0,Midfield,30.0,57.0,1.0
175000.0,189.0,Defender,29.0,0.0,0.0
500000.0,184.0,Midfield,30.0,20.0,0.0
325000.0,178.0,Attack,28.0,0.0,0.0
100000.0,183.0,Attack,30.0,0.0,0.0
150000.0,185.0,Attack,31.0,10.0,1.0
200000.0,194.0,Defender,33.0,0.0,0.0
250000.0,180.0,Attack,30.0,3.0,0.0
700000.0,183.0,Midfield,29.0,47.0,1.0
400000.0,181.0,Defender,29.0,4.0,0.0
250000.0,182.0,Defender,29.0,10.0,1.0
400000.0,185.0,Midfield,30.0,0.0,0.0
150000.0,175.0,Defender,30.0,2.0,0.0
450000.0,172.0,Midfield,28.0,24.0,4.0
300000.0,171.0,Attack,30.0,0.0,0.0
12000000.0,188.0,Defender,29.0,77.0,7.0
650000.0,175.0,Midfield,34.0,1.0,0.0
100000.0,165.0,Midfield,30.0,0.0,0.0
1800000.0,178.0,Midfield,29.0,19.0,0.0
300000.0,184.0,Attack,30.0,6.0,2.0
450000.0,178.0,Midfield,29.0,0.0,0.0
30000000.0,183.0,Defender,27.0,100.0,5.0
300000.0,185.0,Defender,27.0,72.0,8.0
250000.0,182.0,Defender,27.0,55.0,1.0
15000000.0,174.0,Midfield,26.0,79.0,4.0
700000.0,185.0,Attack,26.0,0.0,0.0
450000.0,182.0,Defender,30.0,63.0,7.0
4000000.0,191.0,Attack,27.0,61.0,20.0
4000000.0,178.0,Defender,27.0,21.0,1.0
100000.0,179.0,Defender,25.0,0.0,0.0
1500000.0,184.0,Defender,31.0,0.0,0.0
1200000.0,180.0,Attack,35.0,0.0,0.0
600000.0,185.0,Defender,27.0,24.0,0.0
300000.0,193.0,Goalkeeper,26.0,31.0,0.0
250000.0,190.0,Defender,26.0,23.0,1.0
1000000.0,187.0,Goalkeeper,26.0,45.0,0.0
100000.0,179.0,Defender,26.0,12.0,0.0
50000.0,179.0,Midfield,26.0,0.0,0.0
25000.0,179.0,Defender,33.0,0.0,0.0
500000.0,177.0,Midfield,26.0,32.0,1.0
25000.0,178.0,Attack,27.0,24.0,2.0
400000.0,195.0,Goalkeeper,31.0,0.0,0.0
5000000.0,187.0,Attack,29.0,22.0,6.0
1500000.0,196.0,Defender,27.0,0.0,0.0
400000.0,180.0,Attack,26.0,39.0,7.0
150000.0,175.0,Defender,26.0,27.0,0.0
75000.0,176.0,Defender,27.0,3.0,0.0
300000.0,178.0,Attack,31.0,0.0,0.0
700000.0,189.0,Goalkeeper,28.0,0.0,0.0
1200000.0,189.0,Midfield,29.0,32.0,2.0
100000.0,185.0,Attack,31.0,0.0,0.0
800000.0,165.0,Attack,29.0,0.0,0.0
150000.0,188.0,Goalkeeper,32.0,0.0,0.0
700000.0,180.0,Attack,29.0,41.0,15.0
325000.0,174.0,Attack,28.0,0.0,0.0
25000.0,187.0,Goalkeeper,28.0,0.0,0.0
200000.0,182.0,Attack,32.0,0.0,0.0
1200000.0,187.0,Attack,29.0,0.0,0.0
250000.0,181.0,Defender,28.0,19.0,0.0
1200000.0,182.0,Goalkeeper,31.0,0.0,0.0
2000000.0,185.0,Midfield,26.0,12.0,0.0
7000000.0,188.0,Midfield,26.0,54.0,12.0
350000.0,174.0,Attack,26.0,0.0,0.0
10000000.0,186.0,Midfield,26.0,14.0,0.0
42000000.0,193.0,Defender,26.0,0.0,0.0
2500000.0,187.0,Midfield,26.0,0.0,0.0
350000.0,187.0,Defender,26.0,19.0,1.0
800000.0,191.0,Attack,29.0,17.0,8.0
100000.0,180.0,Midfield,29.0,10.0,1.0
7500000.0,183.0,Attack,28.0,2.0,0.0
150000.0,175.0,Defender,26.0,0.0,0.0
1500000.0,183.0,Defender,27.0,69.0,2.0
200000.0,183.0,Defender,30.0,0.0,0.0
25000.0,185.0,Defender,32.0,0.0,0.0
6000000.0,171.0,Defender,29.0,33.0,1.0
800000.0,179.0,Midfield,28.0,0.0,0.0
375000.0,185.0,Goalkeeper,34.0,0.0,0.0
100000.0,180.0,Midfield,31.0,0.0,0.0
2500000.0,192.0,Defender,31.0,35.0,3.0
100000.0,188.0,Goalkeeper,26.0,0.0,0.0
300000.0,177.0,Defender,29.0,2.0,0.0
400000.0,175.0,Defender,31.0,0.0,0.0
150000.0,177.0,Attack,28.0,20.0,4.0
100000.0,188.0,Goalkeeper,28.0,16.0,0.0
100000.0,198.0,Goalkeeper,30.0,0.0,0.0
125000.0,186.0,Midfield,26.0,14.0,1.0
4000000.0,184.0,Attack,26.0,11.0,1.0
400000.0,175.0,Attack,30.0,11.0,3.0
1300000.0,196.0,Goalkeeper,29.0,0.0,0.0
400000.0,184.0,Midfield,28.0,5.0,0.0
500000.0,191.0,Midfield,33.0,12.0,0.0
250000.0,186.0,Midfield,27.0,0.0,0.0
3500000.0,178.0,Attack,31.0,0.0,0.0
600000.0,187.0,Midfield,30.0,15.0,0.0
150000.0,175.0,Midfield,33.0,9.0,2.0
3000000.0,193.0,Defender,30.0,2.0,0.0
1500000.0,180.0,Defender,31.0,56.0,2.0
6000000.0,185.0,Midfield,31.0,0.0,0.0
200000.0,183.0,Defender,25.0,7.0,0.0
9000000.0,183.0,Attack,28.0,0.0,0.0
150000.0,173.0,Attack,29.0,3.0,0.0
50000.0,172.0,Attack,33.0,0.0,0.0
10000000.0,177.0,Midfield,30.0,83.0,8.0
300000.0,178.0,Midfield,27.0,24.0,0.0
200000.0,179.0,Defender,28.0,34.0,0.0
50000.0,187.0,Attack,28.0,25.0,8.0
1800000.0,185.0,Attack,28.0,19.0,1.0
1500000.0,166.0,Midfield,28.0,33.0,7.0
200000.0,186.0,Attack,30.0,0.0,0.0
5500000.0,174.0,Attack,29.0,29.0,6.0
300000.0,179.0,Midfield,29.0,3.0,0.0
20000000.0,171.0,Defender,26.0,66.0,22.0
175000.0,196.0,Defender,33.0,0.0,0.0
350000.0,172.0,Midfield,27.0,51.0,2.0
1800000.0,182.0,Midfield,26.0,61.0,5.0
250000.0,186.0,Defender,27.0,32.0,3.0
700000.0,190.0,Defender,32.0,0.0,0.0
750000.0,185.0,Defender,30.0,23.0,3.0
500000.0,184.0,Goalkeeper,28.0,0.0,0.0
75000.0,171.0,Midfield,31.0,0.0,0.0
300000.0,170.0,Midfield,31.0,0.0,0.0
125000.0,178.0,Attack,34.0,0.0,0.0
300000.0,185.0,Midfield,27.0,0.0,0.0
800000.0,175.0,Midfield,29.0,0.0,0.0
24000000.0,185.0,Defender,26.0,0.0,0.0
2800000.0,167.0,Midfield,27.0,23.0,10.0
250000.0,183.0,Midfield,29.0,8.0,0.0
200000.0,186.0,Attack,27.0,42.0,11.0
800000.0,176.0,Midfield,29.0,22.0,2.0
275000.0,192.0,Defender,30.0,0.0,0.0
25000000.0,174.0,Defender,27.0,78.0,12.0
2000000.0,185.0,Attack,27.0,40.0,14.0
700000.0,191.0,Goalkeeper,26.0,15.0,0.0
50000.0,189.0,Goalkeeper,27.0,10.0,0.0
14000000.0,187.0,Defender,29.0,0.0,0.0
250000.0,183.0,Goalkeeper,27.0,0.0,0.0
150000.0,184.0,Midfield,29.0,0.0,0.0
200000.0,179.0,Midfield,30.0,0.0,0.0
125000.0,193.0,Attack,27.0,0.0,0.0
125000.0,182.0,Midfield,29.0,0.0,0.0
250000.0,165.0,Midfield,29.0,0.0,0.0
10000.0,177.0,Defender,26.0,4.0,0.0
325000.0,180.0,Attack,30.0,5.0,1.0
300000.0,175.0,Defender,32.0,0.0,0.0
25000.0,181.0,Defender,31.0,0.0,0.0
1500000.0,188.0,Defender,26.0,43.0,3.0
600000.0,187.0,Midfield,26.0,61.0,8.0
2000000.0,187.0,Goalkeeper,26.0,0.0,0.0
5000000.0,198.0,Goalkeeper,28.0,38.0,0.0
300000.0,193.0,Defender,31.0,0.0,0.0
2500000.0,184.0,Defender,27.0,0.0,0.0
500000.0,186.0,Midfield,27.0,5.0,0.0
150000.0,177.0,Attack,26.0,0.0,0.0
900000.0,184.0,Attack,31.0,0.0,0.0
11000000.0,175.0,Attack,26.0,13.0,0.0
100000.0,186.0,Attack,27.0,0.0,0.0
1000000.0,170.0,Defender,26.0,21.0,1.0
1000000.0,187.0,Defender,26.0,0.0,0.0
225000.0,181.0,Attack,26.0,37.0,2.0
1500000.0,178.0,Attack,30.0,0.0,0.0
150000.0,184.0,Midfield,27.0,85.0,4.0
125000.0,188.0,Goalkeeper,26.0,0.0,0.0
18000000.0,180.0,Midfield,29.0,44.0,9.0
175000.0,184.0,Midfield,26.0,0.0,0.0
125000.0,178.0,Defender,29.0,0.0,0.0
250000.0,178.0,Midfield,30.0,0.0,0.0
2500000.0,180.0,Midfield,26.0,26.0,3.0
8000000.0,180.0,Midfield,29.0,49.0,4.0
6000000.0,193.0,Midfield,29.0,21.0,1.0
600000.0,170.0,Attack,29.0,30.0,2.0
3500000.0,183.0,Midfield,29.0,0.0,0.0
150000.0,176.0,Attack,30.0,0.0,0.0
300000.0,184.0,Defender,22.0,39.0,1.0
100000.0,175.0,Midfield,31.0,0.0,0.0
2000000.0,174.0,Attack,30.0,19.0,9.0
2200000.0,178.0,Midfield,30.0,0.0,0.0
150000.0,185.0,Attack,31.0,0.0,0.0
4000000.0,190.0,Attack,30.0,0.0,0.0
7000000.0,183.0,Defender,30.0,15.0,0.0
100000.0,184.0,Midfield,28.0,0.0,0.0
300000.0,180.0,Attack,30.0,0.0,0.0
350000.0,182.0,Midfield,28.0,5.0,0.0
1000000.0,195.0,Goalkeeper,30.0,5.0,0.0
1200000.0,186.0,Midfield,33.0,36.0,2.0
400000.0,191.0,Midfield,29.0,9.0,1.0
500000.0,172.0,Defender,28.0,11.0,1.0
300000.0,183.0,Defender,30.0,0.0,0.0
100000.0,172.0,Attack,30.0,0.0,0.0
7000000.0,183.0,Defender,29.0,0.0,0.0
600000.0,186.0,Midfield,28.0,2.0,0.0
100000.0,196.0,Goalkeeper,30.0,0.0,0.0
150000.0,176.0,Midfield,28.0,0.0,0.0
500000.0,179.0,Midfield,31.0,0.0,0.0
750000.0,174.0,Attack,32.0,33.0,4.0
6500000.0,184.0,Midfield,29.0,21.0,1.0
300000.0,169.0,Attack,27.0,31.0,4.0
175000.0,182.0,Midfield,29.0,0.0,0.0
250000.0,184.0,Attack,36.0,0.0,0.0
100000.0,188.0,Goalkeeper,27.0,0.0,0.0
100000.0,185.0,Defender,28.0,3.0,1.0
450000.0,171.0,Defender,26.0,36.0,1.0
600000.0,178.0,Attack,26.0,0.0,0.0
400000.0,176.0,Midfield,26.0,18.0,0.0
400000.0,187.0,Defender,29.0,3.0,0.0
250000.0,183.0,Attack,28.0,4.0,0.0
200000.0,187.0,Goalkeeper,32.0,1.0,0.0
200000.0,181.0,Midfield,27.0,42.0,1.0
2800000.0,183.0,Midfield,27.0,45.0,11.0
50000.0,183.0,Midfield,30.0,27.0,0.0
50000.0,181.0,Midfield,30.0,0.0,0.0
24000000.0,191.0,Midfield,29.0,46.0,11.0
500000.0,183.0,Defender,31.0,0.0,0.0
225000.0,175.0,Defender,29.0,2.0,0.0
50000.0,180.0,Defender,30.0,0.0,0.0
500000.0,188.0,Attack,27.0,0.0,0.0
1500000.0,186.0,Attack,30.0,3.0,0.0
700000.0,184.0,Attack,30.0,0.0,0.0
225000.0,175.0,Attack,29.0,8.0,0.0
2000000.0,175.0,Midfield,30.0,9.0,0.0
1600000.0,185.0,Midfield,30.0,37.0,4.0
1700000.0,188.0,Attack,29.0,37.0,5.0
8000000.0,189.0,Midfield,30.0,40.0,2.0
2500000.0,177.0,Attack,27.0,59.0,4.0
450000.0,175.0,Midfield,26.0,0.0,0.0
500000.0,178.0,Defender,32.0,0.0,0.0
15000000.0,184.0,Midfield,28.0,64.0,10.0
100000.0,175.0,Attack,29.0,0.0,0.0
350000.0,179.0,Attack,29.0,0.0,0.0
600000.0,179.0,Attack,29.0,0.0,0.0
500000.0,183.0,Defender,31.0,0.0,0.0
100000.0,181.0,Defender,25.0,0.0,0.0
1500000.0,192.0,Goalkeeper,30.0,0.0,0.0
250000.0,181.0,Attack,32.0,1.0,1.0
200000.0,179.0,Defender,29.0,8.0,0.0
350000.0,188.0,Defender,28.0,0.0,0.0
225000.0,183.0,Defender,34.0,0.0,0.0
250000.0,176.0,Defender,29.0,0.0,0.0
250000.0,172.0,Defender,35.0,0.0,0.0
150000.0,183.0,Midfield,35.0,0.0,0.0
150000.0,185.0,Defender,32.0,0.0,0.0
5000000.0,193.0,Defender,31.0,0.0,0.0
125000.0,188.0,Defender,27.0,0.0,0.0
200000.0,178.0,Attack,28.0,0.0,0.0
1200000.0,196.0,Goalkeeper,32.0,0.0,0.0
800000.0,183.0,Attack,29.0,0.0,0.0
100000.0,175.0,Midfield,27.0,0.0,0.0
250000.0,187.0,Goalkeeper,30.0,0.0,0.0
200000.0,183.0,Midfield,31.0,0.0,0.0
700000.0,184.0,Defender,31.0,0.0,0.0
300000.0,173.0,Midfield,29.0,0.0,0.0
8000000.0,188.0,Midfield,30.0,0.0,0.0
500000.0,181.0,Defender,29.0,0.0,0.0
100000.0,167.0,Defender,31.0,0.0,0.0
125000.0,180.0,Attack,29.0,0.0,0.0
1500000.0,178.0,Attack,29.0,26.0,4.0
350000.0,178.0,Midfield,30.0,0.0,0.0
250000.0,173.0,Midfield,31.0,0.0,0.0
100000.0,178.0,Defender,31.0,0.0,0.0
600000.0,188.0,Attack,27.0,2.0,0.0
1800000.0,191.0,Attack,30.0,0.0,0.0
250000.0,180.0,Defender,31.0,0.0,0.0
4000000.0,174.0,Midfield,26.0,0.0,0.0
250000.0,182.0,Defender,26.0,0.0,0.0
450000.0,180.0,Defender,29.0,1.0,0.0
1200000.0,173.0,Midfield,27.0,6.0,0.0
200000.0,181.0,Defender,27.0,10.0,0.0
500000.0,173.0,Attack,28.0,0.0,0.0
325000.0,180.0,Defender,31.0,15.0,1.0
225000.0,180.0,Attack,33.0,4.0,0.0
4000000.0,179.0,Midfield,27.0,0.0,0.0
7000000.0,194.0,Defender,28.0,39.0,0.0
100000.0,195.0,Goalkeeper,28.0,6.0,0.0
50000.0,181.0,Attack,35.0,0.0,0.0
1300000.0,178.0,Attack,28.0,21.0,1.0
400000.0,184.0,Midfield,28.0,14.0,4.0
100000.0,184.0,Midfield,28.0,0.0,0.0
100000.0,185.0,Attack,26.0,0.0,0.0
375000.0,184.0,Defender,33.0,0.0,0.0
800000.0,175.0,Attack,30.0,4.0,0.0
200000.0,195.0,Goalkeeper,31.0,0.0,0.0
550000.0,170.0,Attack,29.0,11.0,0.0
